"filename", "language", "Python", "pip requirements", "Shell Script", "Markdown", "Ini", "comment", "blank", "total"
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/user/me_uc_impl.py", "Python", 25, 0, 0, 0, 0, 0, 7, 32
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/user/update_user_uc_imply.py", "Python", 23, 0, 0, 0, 0, 0, 11, 34
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/vfbd/create_vfbd_report_uc_impl.py", "Python", 78, 0, 0, 0, 0, 0, 16, 94
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/zone/create_zone_uc_impl.py", "Python", 18, 0, 0, 0, 0, 1, 9, 28
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/zone/list_zone_level_uc_impl.py", "Python", 24, 0, 0, 0, 0, 0, 4, 28
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/zone/list_zone_uc_impl.py", "Python", 22, 0, 0, 0, 0, 0, 4, 26
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/zone/update_status_zone_level_uc_impl.py", "Python", 27, 0, 0, 0, 0, 1, 11, 39
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/zone/update_status_zone_uc_impl.py", "Python", 24, 0, 0, 0, 0, 0, 11, 35
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/application/use_cases/zone/update_zone_uc_impl.py", "Python", 25, 0, 0, 0, 0, 2, 12, 39
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/core/config.py", "Python", 85, 0, 0, 0, 0, 14, 25, 124
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/core/constants/common_enums.py", "Python", 17, 0, 0, 0, 0, 0, 10, 27
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/core/database.py", "Python", 68, 0, 0, 0, 0, 1, 11, 80
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/core/error.py", "Python", 89, 0, 0, 0, 0, 15, 24, 128
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/core/exception.py", "Python", 77, 0, 0, 0, 0, 11, 26, 114
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/core/security.py", "Python", 37, 0, 0, 0, 0, 0, 19, 56
"/Users/minhtranquang/Documents/entobel_proj/SFM_BackEnd/app/domain/entities/antioxidiant_type_entity.py", "Python", 17, 0, 0, 0, 0, 0, 6, 23
